device_brand,device_model,week_start,total_reviews,total_complaints,complaint_rate,roll_mean,roll_std
Apple,iPhone 13,2023-04-10,8,1,0.125,0.22263071895424838,0.15812738280050248
Apple,iPhone 13,2023-04-17,13,7,0.5384615384615384,0.2790409753645048,0.20256633525703044
Apple,iPhone 13,2023-04-24,13,3,0.23076923076923078,0.2758358471593766,0.20326866305094843
Apple,iPhone 13,2023-05-01,11,4,0.36363636363636365,0.3364419077654372,0.15243076822937152
Apple,iPhone 13,2023-05-08,12,1,0.08333333333333333,0.30131118881118885,0.18495583172001795
Apple,iPhone 13,2023-05-15,14,3,0.21428571428571427,0.25924769674769677,0.16772493756644286
Apple,iPhone 13,2023-05-22,15,3,0.2,0.2717476967476967,0.15824577017802482
Apple,iPhone 13,2023-05-29,17,5,0.29411764705882354,0.23102371484724427,0.09446915263764886
Apple,iPhone 13,2023-06-05,15,6,0.4,0.2592288430523724,0.11696311268075092
Apple,iPhone 13,2023-06-19,12,3,0.25,0.24028944911297856,0.10529376617130724
Apple,iPhone 13,2023-06-26,8,3,0.375,0.28890056022408966,0.08338747564424812
Apple,iPhone 13,2023-07-03,13,2,0.15384615384615385,0.27882730015082957,0.09677897448130794
Apple,iPhone 13,2023-07-10,11,4,0.36363636363636365,0.30610002742355685,0.09310947705914507
Apple,iPhone 13,2023-07-17,14,7,0.5,0.3404137529137529,0.12143797180040387
Apple,iPhone 13,2023-07-24,5,1,0.2,0.3070804195804196,0.12902305179603596
Apple,iPhone 13,2023-07-31,8,1,0.125,0.2862470862470863,0.1486779591615725
Apple,iPhone 13,2023-08-07,11,6,0.5454545454545454,0.31465617715617716,0.1816560740706017
Apple,iPhone 13,2023-08-14,10,3,0.3,0.33901515151515155,0.16479649776294134
Apple,iPhone 13,2023-08-21,11,8,0.7272727272727273,0.3996212121212121,0.22973402095831374
Apple,iPhone 13,2023-08-28,17,4,0.23529411764705882,0.35550356506238856,0.23200771287120425
Apple,iPhone 13,2023-09-11,12,1,0.08333333333333333,0.3360591206179442,0.2517000802274216
Apple,iPhone 13,2023-09-18,9,3,0.3333333333333333,0.37078134284016634,0.23021395837631442
Apple,iPhone 13,2023-09-25,12,4,0.3333333333333333,0.33542780748663104,0.21372165266484114
Apple,iPhone 13,2023-10-02,11,3,0.2727272727272727,0.33088235294117646,0.21491253321414547
Apple,iPhone 13,2023-10-09,15,6,0.4,0.2763368983957219,0.11021584755871137
Apple,iPhone 13,2023-10-16,7,3,0.42857142857142855,0.3085497835497835,0.12329029789238752
Apple,iPhone 13,2023-10-23,10,4,0.4,0.36132756132756133,0.058189719796022374
Apple,iPhone 13,2023-10-30,11,7,0.6363636363636364,0.41183261183261183,0.12368251490073161
Apple,iPhone 13,2023-11-06,7,1,0.14285714285714285,0.3800865800865801,0.16530313091819787
Apple,iPhone 13,2023-11-13,14,3,0.21428571428571427,0.37034632034632037,0.17436759774774352
Apple,iPhone 13,2023-11-20,12,0,0.0,0.3036796536796537,0.22874907008859469
Apple,iPhone 13,2023-11-27,11,3,0.2727272727272727,0.27770562770562773,0.2204281650022026
Apple,iPhone 13,2023-12-04,10,3,0.3,0.261038961038961,0.21298701298701297
Apple,iPhone 13,2023-12-11,7,5,0.7142857142857143,0.274025974025974,0.24098521568297562
Apple,iPhone 13,2023-12-18,6,2,0.3333333333333333,0.30577200577200575,0.23265193242135168
Apple,iPhone 13,2023-12-25,10,3,0.3,0.32005772005772004,0.22850544545885332
Apple,iPhone 13,2024-01-01,10,2,0.2,0.35339105339105337,0.1824192634191851
Apple,iPhone 13,2024-01-08,11,2,0.18181818181818182,0.3382395382395383,0.19387477020616023
Apple,iPhone 13,2024-01-15,11,7,0.6363636363636364,0.3943001443001443,0.22649331067327186
Apple,iPhone 13,2024-01-22,7,1,0.14285714285714285,0.2990620490620491,0.1805032676529089
Apple,iPhone 13,2024-01-29,13,5,0.38461538461538464,0.3076090576090576,0.18363751922467855
Apple,iPhone 13,2024-02-05,15,8,0.5333333333333333,0.3464979464979465,0.20515027134003394
Apple,iPhone 13,2024-02-12,5,1,0.2,0.3464979464979465,0.20515027134003394
Apple,iPhone 13,2024-02-19,9,5,0.5555555555555556,0.4087875087875088,0.2018607890319453
Apple,iPhone 13,2024-02-26,7,1,0.14285714285714285,0.32653642653642656,0.19082741586861376
Apple,iPhone 13,2024-03-04,7,3,0.42857142857142855,0.3741554741554742,0.17037789378081986
Apple,iPhone 13,2024-03-11,7,4,0.5714285714285714,0.4052910052910053,0.1887505607050127
Apple,iPhone 13,2024-03-18,12,2,0.16666666666666666,0.3441798941798942,0.1981278378412685
Apple,iPhone 13,2024-03-25,16,4,0.25,0.3525132275132275,0.1918012223911119
Apple,iPhone 13,2024-04-01,13,3,0.23076923076923078,0.2983821733821734,0.16730387454685144
Apple,iPhone 13,2024-04-08,15,5,0.3333333333333333,0.3301282051282051,0.14895611264016165
Apple,iPhone 13,2024-04-15,14,3,0.21428571428571427,0.2944139194139194,0.14629762177325575
Apple,iPhone 13,2024-04-22,13,4,0.3076923076923077,0.25045787545787546,0.06141883431885028
Apple,iPhone 13,2024-04-29,12,6,0.5,0.306013431013431,0.10544491716267658
Apple,iPhone 13,2024-05-06,6,2,0.3333333333333333,0.3199023199023199,0.10202413241844678
Apple,iPhone 13,2024-05-13,11,2,0.18181818181818182,0.31174381174381177,0.11204264550471955
Apple,iPhone 13,2024-05-20,10,2,0.2,0.2895215895215895,0.11985439592780094
Apple,iPhone 13,2024-05-27,14,4,0.2857142857142857,0.30142635142635144,0.11430581754207336
Apple,iPhone 13,2024-06-03,6,2,0.3333333333333333,0.3056998556998557,0.11506373527192698
Apple,iPhone 13,2024-06-10,12,2,0.16666666666666666,0.25014430014430017,0.07649507034156325
Apple,iPhone 13,2024-06-17,11,6,0.5454545454545454,0.2854978354978355,0.14286075031520215
Apple,iPhone 13,2024-06-24,16,9,0.5625,0.3489448051948052,0.1696311237199676
Apple,iPhone 13,2024-07-01,14,5,0.35714285714285715,0.37513528138528135,0.15338878542788964
Apple,iPhone 13,2024-07-08,13,3,0.23076923076923078,0.3659777722277722,0.16123453707880364
Apple,iPhone 13,2024-07-15,13,3,0.23076923076923078,0.34888375513375514,0.17055517436022316
Apple,iPhone 13,2024-07-22,16,2,0.125,0.34193931068931066,0.18004269167991643
Apple,iPhone 13,2024-07-29,13,6,0.46153846153846156,0.3279532967032967,0.16357793782520597
Apple,iPhone 13,2024-08-05,16,5,0.3125,0.28628663003663,0.11713128565905565
Apple,iPhone 13,2024-08-12,15,4,0.26666666666666666,0.271207264957265,0.11189164842511284
Apple,iPhone 13,2024-08-19,8,0,0.0,0.23274572649572653,0.1585188387845952
Apple,iPhone 13,2024-08-26,16,8,0.5,0.2776175213675214,0.19234405817124892
Apple,iPhone 13,2024-09-02,9,2,0.2222222222222222,0.29382122507122505,0.18065566961800603
Apple,iPhone 13,2024-09-09,9,5,0.5555555555555556,0.30949074074074073,0.2010397676299997
Apple,iPhone 13,2024-09-16,11,5,0.45454545454545453,0.33316498316498316,0.2096444307264701
Apple,iPhone 13,2024-09-23,11,4,0.36363636363636365,0.3493265993265993,0.20721642241005778
Apple,iPhone 13,2024-09-30,18,5,0.2777777777777778,0.3956228956228956,0.13032521409576076
Apple,iPhone 13,2024-10-07,12,4,0.3333333333333333,0.3678451178451178,0.12106121358054862
Apple,iPhone 13,2024-10-14,8,3,0.375,0.39330808080808083,0.0982182028749358
Apple,iPhone 13,2024-10-21,11,4,0.36363636363636365,0.3613215488215488,0.05770860463872526
Apple,iPhone 13,2024-10-28,12,6,0.5,0.3688973063973064,0.07327766215225215
Apple,iPhone 13,2024-11-04,13,3,0.23076923076923078,0.3467527842527843,0.09269033115101497
Apple,iPhone 13,2024-11-11,6,2,0.3333333333333333,0.3560120435120435,0.08702369136849504
Apple,iPhone 13,2024-11-18,13,4,0.3076923076923077,0.35173853923853926,0.08896798327337825
Apple,iPhone 13,2024-11-25,8,1,0.125,0.3100718725718726,0.12651412031173712
Apple,iPhone 13,2024-12-02,12,5,0.4166666666666667,0.3189102564102564,0.13270546819413995
Apple,iPhone 13,2024-12-09,13,5,0.38461538461538464,0.29967948717948717,0.10710596637997351
Apple,iPhone 13,2024-12-16,19,5,0.2631578947368421,0.3050775978407558,0.1037003431572834
Apple,iPhone 13,2024-12-23,11,5,0.45454545454545453,0.32527961804277594,0.12071646924335101
Apple,iPhone 13,2024-12-30,9,2,0.2222222222222222,0.3110346037977617,0.1280283722428831
Apple,iPhone 13,2025-01-06,15,5,0.3333333333333333,0.3457568260199839,0.09012311992849042
Apple,iPhone 13,2025-01-13,11,3,0.2727272727272727,0.3217669270300849,0.08655969311469049
Apple,iPhone 13,2025-01-20,7,3,0.42857142857142855,0.32909293435609227,0.09444379597320976
Apple,iPhone 13,2025-01-27,13,4,0.3076923076923077,0.33651533651533655,0.08986451806834067
Apple,iPhone 13,2025-02-03,8,1,0.125,0.28159109409109406,0.10303955786202341
Apple,iPhone 13,2025-02-10,14,2,0.14285714285714285,0.26836358086358086,0.11641167988041747
Apple,iPhone 13,2025-02-17,10,5,0.5,0.29614135864135865,0.15004207967609373
Apple,iPhone 13,2025-02-24,11,7,0.6363636363636364,0.3567474192474192,0.20284355533951076
Apple,iPhone 13,2025-03-03,14,5,0.35714285714285715,0.34484265734265734,0.19985928431452224
Apple,iPhone 13,2025-03-10,11,1,0.09090909090909091,0.3087121212121212,0.2258266067006333
Apple,iPhone 13,2025-03-17,6,3,0.5,0.37121212121212116,0.21651405984855657
Apple,iPhone 13,2025-03-24,8,4,0.5,0.4307359307359307,0.1884534471652561
Apple,iPhone 13,2025-03-31,9,4,0.4444444444444444,0.4214766714766715,0.18571457536081412
Apple,iPhone 13,2025-04-07,8,2,0.25,0.3570827320827321,0.16173922350846257
Apple,iPhone 13,2025-04-14,13,4,0.3076923076923077,0.34884097384097384,0.16299063349686807
Apple,iPhone 13,2025-04-21,15,3,0.2,0.36702279202279203,0.13150744558793206
Apple,iPhone 13,2025-04-28,11,5,0.45454545454545453,0.35944703444703446,0.12337257979135957
Apple,iPhone 13,2025-05-05,11,3,0.2727272727272727,0.32156824656824656,0.10512880931683641
Apple,iPhone 13,2025-05-12,13,2,0.15384615384615385,0.2731351981351981,0.10413252329732367
Apple,iPhone 13,2025-05-19,17,8,0.47058823529411764,0.30989990401755113,0.13004654162273568
Apple,iPhone 13,2025-05-26,11,2,0.18181818181818182,0.2889208830385301,0.1402282803807859
Apple,iPhone 13,2025-06-02,9,5,0.5555555555555556,0.3481801422977893,0.16759297085076957
Apple,iPhone 13,2025-06-09,8,1,0.125,0.2932558998735469,0.17935037285949024
Apple,iPhone 13,2025-06-16,12,4,0.3333333333333333,0.30335690997455705,0.17966934904654133
Apple,iPhone 13,2025-06-23,18,5,0.2777777777777778,0.3240121806298277,0.1656178489806205
Apple,iPhone 13,2025-06-30,15,4,0.26666666666666666,0.2900252525252525,0.149679430773687
Apple,iPhone 13,2025-07-07,7,2,0.2857142857142857,0.30734126984126986,0.14037835127496223
Apple,iPhone 13,2025-07-14,10,4,0.4,0.2814153439153439,0.09107446883145584
Apple,iPhone 13,2025-07-21,10,6,0.6,0.36058201058201056,0.1271998828446127
Apple,iPhone 13,2025-07-28,10,1,0.1,0.3216931216931217,0.1667246057014394
Apple,iPhone 13,2025-08-04,9,1,0.1111111111111111,0.2939153439153439,0.18802769309409267
Apple,iPhone 13,2025-08-11,12,4,0.3333333333333333,0.30502645502645503,0.1880652086849904
Apple,iPhone 13,2025-08-18,19,8,0.42105263157894735,0.3275828460038986,0.19332820937821232
Apple,iPhone 13,2025-08-25,7,1,0.14285714285714285,0.28472570314675577,0.20235509173422458
Apple,iPhone 13,2025-09-01,9,0,0.0,0.18472570314675574,0.1590023644666574
Apple,iPhone 13,2025-09-08,13,7,0.5384615384615384,0.25780262622367883,0.20606694825892422
Apple,iPhone 13,2025-09-15,12,6,0.5,0.32261744103849366,0.2117797637948371
Apple,iPhone 13,2025-09-22,11,5,0.45454545454545453,0.3428194612405138,0.2186754592741245
Apple,iPhone 13,2025-09-29,10,0,0.0,0.27264402264402265,0.253358237842988
Apple,iPhone 13,2025-10-06,12,6,0.5,0.3321678321678322,0.25866564761786126
Apple,iPhone 13,2025-10-13,10,1,0.1,0.34883449883449885,0.23513372926384032
Apple,iPhone 14,2022-10-24,11,1,0.09090909090909091,,
Apple,iPhone 14,2022-10-31,13,4,0.3076923076923077,,
Apple,iPhone 14,2022-11-07,9,1,0.1111111111111111,0.1699041699041699,0.11975478525471474
Apple,iPhone 14,2022-11-14,10,3,0.3,0.20242812742812744,0.1174395034887438
Apple,iPhone 14,2022-11-21,9,2,0.2222222222222222,0.2063869463869464,0.10209010222595294
Apple,iPhone 14,2022-11-28,13,5,0.38461538461538464,0.2360916860916861,0.11675675802094906
Apple,iPhone 14,2022-12-05,11,5,0.45454545454545453,0.29669774669774673,0.1206368088374346
Apple,iPhone 14,2022-12-12,9,2,0.2222222222222222,0.28245273245273245,0.12407610488873035
Apple,iPhone 14,2022-12-19,8,3,0.375,0.32643421393421396,0.09441951097993537
Apple,iPhone 14,2022-12-26,13,3,0.23076923076923078,0.3148957523957524,0.10220511243381131
Apple,iPhone 14,2023-01-02,11,3,0.2727272727272727,0.32331326081326084,0.09486210606244612
Apple,iPhone 14,2023-01-09,18,6,0.3333333333333333,0.31476625226625227,0.09044140553204008
Apple,iPhone 14,2023-01-16,9,3,0.3333333333333333,0.29456423206423205,0.06205807048424736
Apple,iPhone 14,2023-01-23,10,5,0.5,0.3408605283605284,0.09313047472872626
Apple,iPhone 14,2023-01-30,18,5,0.2777777777777778,0.32465682465682466,0.09445104174221511
Apple,iPhone 14,2023-02-06,12,4,0.3333333333333333,0.3417508417508417,0.08259802107229543
Apple,iPhone 14,2023-02-13,8,2,0.25,0.33796296296296297,0.08681018506173505
Apple,iPhone 14,2023-02-20,16,10,0.625,0.3865740740740741,0.14551331730945902
Apple,iPhone 14,2023-02-27,9,3,0.3333333333333333,0.3865740740740741,0.14551331730945902
Apple,iPhone 14,2023-03-06,11,2,0.18181818181818182,0.33354377104377103,0.15365993887572313
Apple,iPhone 14,2023-03-13,14,3,0.21428571428571427,0.32296176046176045,0.16031072857764275
Apple,iPhone 14,2023-03-20,14,4,0.2857142857142857,0.31502525252525254,0.1608723247717575
Apple,iPhone 14,2023-03-27,10,1,0.1,0.2900252525252525,0.18311586503901014
Apple,iPhone 14,2023-04-03,9,2,0.2222222222222222,0.2228956228956229,0.08125016501172196
Apple,iPhone 14,2023-04-10,9,4,0.4444444444444444,0.24141414141414141,0.11647980584323099
Apple,iPhone 14,2023-04-17,10,3,0.3,0.2611111111111111,0.11435954405383299
Apple,iPhone 14,2023-04-24,7,5,0.7142857142857143,0.3444444444444444,0.21302509856302818
Apple,iPhone 14,2023-05-01,15,5,0.3333333333333333,0.3523809523809524,0.2112793219343699
Apple,iPhone 14,2023-05-08,10,3,0.3,0.3857142857142857,0.17639484786477638
Apple,iPhone 14,2023-05-15,7,3,0.42857142857142855,0.42010582010582004,0.15721712744376684
Apple,iPhone 14,2023-05-22,13,4,0.3076923076923077,0.3973137973137973,0.16279661982306748
Apple,iPhone 14,2023-05-29,6,2,0.3333333333333333,0.40286935286935294,0.15934367672890024
Apple,iPhone 14,2023-06-05,15,7,0.4666666666666667,0.3615995115995116,0.0690257703567892
Apple,iPhone 14,2023-06-12,7,4,0.5714285714285714,0.40128205128205124,0.10733482067602738
Apple,iPhone 14,2023-06-19,9,2,0.2222222222222222,0.3883190883190883,0.1252197721337449
Apple,iPhone 14,2023-06-26,18,3,0.16666666666666666,0.34466829466829463,0.15131235975733293
Apple,iPhone 14,2023-07-03,15,2,0.13333333333333333,0.3156084656084656,0.17476015069594383
Apple,iPhone 14,2023-07-10,14,6,0.42857142857142855,0.3314814814814815,0.18090898022178037
Apple,iPhone 14,2023-07-17,16,8,0.5,0.337037037037037,0.18632153242680294
Apple,iPhone 14,2023-07-24,14,1,0.07142857142857142,0.2537037037037037,0.17176749760717813
Apple,iPhone 14,2023-07-31,15,10,0.6666666666666666,0.3277777777777778,0.2383887080272268
Apple,iPhone 14,2023-08-07,18,3,0.16666666666666666,0.3277777777777778,0.2383887080272268
Apple,iPhone 14,2023-08-14,10,1,0.1,0.3222222222222222,0.2441453540263836
Apple,iPhone 14,2023-08-21,11,3,0.2727272727272727,0.29624819624819626,0.238799692481354
Apple,iPhone 14,2023-08-28,7,3,0.42857142857142855,0.2843434343434343,0.2281537927759459
Apple,iPhone 14,2023-09-04,9,2,0.2222222222222222,0.30947570947570946,0.2073679263606857
Apple,iPhone 14,2023-09-11,14,4,0.2857142857142857,0.24598364598364597,0.11295933517593863
Apple,iPhone 14,2023-09-18,8,2,0.25,0.25987253487253487,0.106175889448742
Apple,iPhone 14,2023-09-25,12,5,0.4166666666666667,0.3126503126503127,0.08795317719866659
Apple,iPhone 14,2023-10-02,11,4,0.36363636363636365,0.3278018278018278,0.08752956609836042
Apple,iPhone 14,2023-10-09,15,8,0.5333333333333333,0.3452621452621452,0.11710391617595751
Apple,iPhone 14,2023-10-16,13,3,0.23076923076923078,0.34668664668664667,0.11534666488485015
Apple,iPhone 14,2023-10-23,8,1,0.125,0.3199009324009324,0.14672883770966108
Apple,iPhone 14,2023-10-30,13,2,0.15384615384615385,0.3038752913752914,0.16049540877346044
Apple,iPhone 14,2023-11-06,8,4,0.5,0.31776418026418024,0.17514535721645633
Apple,iPhone 14,2023-11-13,10,2,0.2,0.290491452991453,0.17926562180240144
Apple,iPhone 14,2023-11-20,8,2,0.25,0.24326923076923077,0.13414064640425535
Apple,iPhone 14,2023-11-27,13,6,0.46153846153846156,0.28173076923076923,0.1603608633952678
Apple,iPhone 14,2023-12-04,13,3,0.23076923076923078,0.29935897435897435,0.1447384228370784
Apple,iPhone 14,2023-12-11,12,6,0.5,0.35705128205128206,0.1441238920251098
Apple,iPhone 14,2023-12-18,17,4,0.23529411764705882,0.3129336349924585,0.13158324489908346
Apple,iPhone 14,2023-12-25,17,5,0.29411764705882354,0.32861990950226244,0.12057730460761527
Apple,iPhone 14,2024-01-01,12,2,0.16666666666666666,0.3147310206133736,0.13534015458806178
Apple,iPhone 14,2024-01-08,13,9,0.6923076923076923,0.35319255907491204,0.20185180993561494
Apple,iPhone 14,2024-01-15,14,5,0.35714285714285715,0.3742548301371831,0.19291821263893136
Apple,iPhone 14,2024-01-22,11,3,0.2727272727272727,0.3363760422583952,0.18545854824288702
Apple,iPhone 14,2024-01-29,11,3,0.2727272727272727,0.3426149014384308,0.18197496299122054
Apple,iPhone 14,2024-02-05,8,3,0.375,0.3560952935952936,0.18065487586475257
Apple,iPhone 14,2024-02-12,12,2,0.16666666666666666,0.3560952935952935,0.18065487586475257
Apple,iPhone 14,2024-02-19,7,3,0.42857142857142855,0.31213924963924966,0.09359714863187414
Apple,iPhone 14,2024-02-26,10,3,0.3,0.3026154401154401,0.09097246854568267
Apple,iPhone 14,2024-03-04,9,3,0.3333333333333333,0.31271645021645017,0.09035270239459878
Apple,iPhone 14,2024-03-11,13,4,0.3076923076923077,0.318543956043956,0.088363344093418
Apple,iPhone 14,2024-03-18,5,1,0.2,0.2893772893772894,0.09465898884477567
Apple,iPhone 14,2024-03-25,12,2,0.16666666666666666,0.28937728937728935,0.09465898884477567
Apple,iPhone 14,2024-04-01,20,8,0.4,0.2846153846153846,0.08663479917830558
Apple,iPhone 14,2024-04-08,9,2,0.2222222222222222,0.27165242165242165,0.08963920126098708
Apple,iPhone 14,2024-04-15,7,3,0.42857142857142855,0.2875254375254375,0.10907177094259322
Apple,iPhone 14,2024-04-22,7,2,0.2857142857142857,0.28386243386243387,0.10862718640037786
Apple,iPhone 14,2024-04-29,9,2,0.2222222222222222,0.2875661375661375,0.10553068887985352
Apple,iPhone 14,2024-05-06,11,5,0.45454545454545453,0.3355459355459356,0.10501111905631343
Apple,iPhone 14,2024-05-13,11,3,0.2727272727272727,0.3143338143338143,0.10220450976651267
Apple,iPhone 14,2024-05-20,10,6,0.6,0.3772967772967773,0.1425225772180315
Apple,iPhone 14,2024-05-27,10,6,0.6,0.4058682058682059,0.16948929254660275
Apple,iPhone 14,2024-06-03,12,3,0.25,0.39991582491582495,0.17508766345916243
Apple,iPhone 14,2024-06-10,13,4,0.3076923076923077,0.4141608391608392,0.16061823531825092
Apple,iPhone 14,2024-06-17,16,4,0.25,0.38006993006993,0.17166001924857452
Apple,iPhone 14,2024-06-24,16,6,0.375,0.3971153846153846,0.16376555439021284
Apple,iPhone 14,2024-07-01,10,5,0.5,0.380448717948718,0.14272504635142289
Apple,iPhone 14,2024-07-08,15,4,0.26666666666666666,0.3248931623931624,0.09805841677811258
Apple,iPhone 14,2024-07-15,8,1,0.125,0.30405982905982903,0.1263498234559701
Apple,iPhone 14,2024-07-22,10,3,0.3,0.30277777777777776,0.12634461984177625
Apple,iPhone 14,2024-07-29,14,6,0.42857142857142855,0.3325396825396825,0.1323168452747489
Apple,iPhone 14,2024-08-05,15,6,0.4,0.3367063492063492,0.13430010195354164
Apple,iPhone 14,2024-08-12,15,5,0.3333333333333333,0.30892857142857144,0.10853526444487026
Apple,iPhone 14,2024-08-19,13,3,0.23076923076923078,0.3029456654456654,0.11225645735973178
Apple,iPhone 14,2024-08-26,9,0,0.0,0.2821123321123321,0.15525128713768274
Apple,iPhone 14,2024-09-02,11,2,0.18181818181818182,0.2624153624153624,0.15995370268852305
Apple,iPhone 14,2024-09-09,7,3,0.42857142857142855,0.2624153624153624,0.15995370268852305
Apple,iPhone 14,2024-09-16,6,4,0.6666666666666666,0.30685980685980685,0.22828213581293422
Apple,iPhone 14,2024-09-23,11,5,0.45454545454545453,0.32706182706182707,0.23631552672793318
Apple,iPhone 14,2024-09-30,8,3,0.375,0.3511002886002886,0.23185506653449145
Apple,iPhone 14,2024-10-07,7,2,0.2857142857142857,0.3987193362193362,0.1650347441782481
Apple,iPhone 14,2024-10-14,11,2,0.18181818181818182,0.3987193362193362,0.1650347441782481
Apple,iPhone 14,2024-10-21,14,3,0.21428571428571427,0.36300505050505044,0.17980761173385598
Apple,iPhone 14,2024-10-28,13,4,0.3076923076923077,0.3031759906759907,0.10102070102169564
Apple,iPhone 14,2024-11-04,12,4,0.3333333333333333,0.2829739704739705,0.07290258044423466
Apple,iPhone 14,2024-11-11,11,3,0.2727272727272727,0.2659285159285159,0.0573878920288245
Apple,iPhone 14,2024-11-18,16,5,0.3125,0.27039280164280166,0.06020747149404708
Apple,iPhone 14,2024-11-25,13,6,0.46153846153846156,0.31701284826284826,0.08218920325355629
Apple,iPhone 14,2024-12-02,15,4,0.26666666666666666,0.325743006993007,0.07113354423154944
Apple,iPhone 14,2024-12-09,10,1,0.1,0.29112762237762235,0.1172558177006868
Apple,iPhone 14,2024-12-16,13,3,0.23076923076923078,0.27403360528360526,0.1173483828615419
Apple,iPhone 14,2024-12-23,11,3,0.2727272727272727,0.27403360528360526,0.1173483828615419
Apple,iPhone 14,2024-12-30,10,2,0.2,0.2552836052836053,0.1189496960819205
Apple,iPhone 14,2025-01-06,12,5,0.4166666666666667,0.24780497280497282,0.10383929708935923
Apple,iPhone 14,2025-01-13,8,2,0.25,0.24502719502719503,0.10345603554439865
Apple,iPhone 14,2025-01-20,7,2,0.2857142857142857,0.275979575979576,0.0753525171234711
Apple,iPhone 14,2025-01-27,12,5,0.4166666666666667,0.30696248196248194,0.08986573159697821
Apple,iPhone 14,2025-02-03,8,2,0.25,0.30317460317460315,0.09204980741205077
Apple,iPhone 14,2025-02-10,22,6,0.2727272727272727,0.3152958152958153,0.07970738198483976
Apple,iPhone 14,2025-02-17,6,1,0.16666666666666666,0.2736291486291486,0.08144230026502615
Apple,iPhone 14,2025-02-24,7,0,0.0,0.23196248196248195,0.13932849601585529
Apple,iPhone 14,2025-03-03,11,4,0.36363636363636365,0.24494949494949494,0.1486599668241231
Apple,iPhone 14,2025-03-10,8,1,0.125,0.19633838383838387,0.12745335006668157
Apple,iPhone 14,2025-03-17,9,2,0.2222222222222222,0.19170875420875422,0.1256054022989928
Apple,iPhone 14,2025-03-24,19,3,0.15789473684210525,0.17256999822789298,0.1193861139144967
Apple,iPhone 14,2025-03-31,9,2,0.2222222222222222,0.1818292574871522,0.12098042131676193
Apple,iPhone 14,2025-04-07,12,2,0.16666666666666666,0.20960703526493,0.08452184020989709
Apple,iPhone 14,2025-04-14,13,4,0.3076923076923077,0.20028302594092065,0.06495193781818918
Apple,iPhone 14,2025-04-21,11,3,0.2727272727272727,0.2249042380621328,0.05837324988623437
Apple,iPhone 14,2025-04-28,10,2,0.2,0.2212005343584291,0.05927546684614923
Apple,iPhone 14,2025-05-05,13,4,0.3076923076923077,0.24616679616679618,0.0588238426699623
Apple,iPhone 14,2025-05-12,12,6,0.5,0.2924630924630925,0.11687522643795592
Apple,iPhone 14,2025-05-19,16,7,0.4375,0.33760198135198133,0.11071128292869746
Apple,iPhone 14,2025-05-26,16,6,0.375,0.34881993006993,0.11048430641347097
Apple,iPhone 14,2025-06-02,10,5,0.5,0.38669871794871796,0.11789013142237588
Apple,iPhone 14,2025-06-09,7,1,0.14285714285714285,0.3771749084249085,0.13678340557706242
Apple,iPhone 14,2025-06-16,16,4,0.25,0.3675595238095238,0.1444571853573251
Apple,iPhone 14,2025-06-23,11,5,0.45454545454545453,0.3599837662337662,0.1371284885077926
Apple,iPhone 14,2025-06-30,9,4,0.4444444444444444,0.36114117364117365,0.1379405045062726
