device_brand,device_model,week_start,total_reviews,total_complaints,complaint_rate,roll_mean,roll_std,z_score,z_anomaly,iso_pred,iso_anomaly,strong_signal
Apple,iPhone 13,2023-03-13,12,3,0.25,0.3194444444444444,0.1151890555500761,-0.6028736333744387,False,1,False,False
Apple,iPhone 13,2023-03-20,7,0,0.0,0.2694444444444444,0.1749338499314865,-1.5402647603649797,False,-1,True,False
Apple,iPhone 13,2023-03-27,17,5,0.2941176470588235,0.2490196078431372,0.1608978556534047,0.28028987106474207,False,1,False,False
Apple,iPhone 13,2023-04-03,15,7,0.4666666666666667,0.2434640522875817,0.1507544357897667,1.4805707918959696,False,1,False,False
Apple,iPhone 13,2023-04-10,8,1,0.125,0.2226307189542483,0.1581273828005024,-0.6174181677149602,False,1,False,False
Apple,iPhone 13,2023-04-17,13,7,0.5384615384615384,0.2790409753645048,0.2025663352570304,1.2806696767647132,False,1,False,False
Apple,iPhone 13,2023-04-24,13,3,0.2307692307692307,0.2758358471593766,0.2032686630509484,-0.22170961186894875,False,1,False,False
Apple,iPhone 13,2023-05-01,11,4,0.3636363636363636,0.3364419077654372,0.1524307682293715,0.1784052930180428,False,1,False,False
Apple,iPhone 13,2023-05-08,12,1,0.0833333333333333,0.3013111888111888,0.1849558317200179,-1.1785400517017792,False,1,False,False
Apple,iPhone 13,2023-05-15,14,3,0.2142857142857142,0.2592476967476967,0.1677249375664428,-0.268069752264306,False,1,False,False
Apple,iPhone 13,2023-05-22,15,3,0.2,0.2717476967476967,0.1582457701780248,-0.4533940886191228,False,1,False,False
Apple,iPhone 13,2023-05-29,17,5,0.2941176470588235,0.2310237148472442,0.0944691526376488,0.6678786720315563,False,1,False,False
Apple,iPhone 13,2023-06-05,15,6,0.4,0.2592288430523724,0.1169631126807509,1.203551732860089,False,1,False,False
Apple,iPhone 13,2023-06-19,12,3,0.25,0.2402894491129785,0.1052937661713072,0.09222341682814308,False,1,False,False
Apple,iPhone 13,2023-06-26,8,3,0.375,0.2889005602240896,0.0833874756442481,1.0325224394995745,False,1,False,False
Apple,iPhone 13,2023-07-03,13,2,0.1538461538461538,0.2788273001508295,0.0967789744813079,-1.2914080457508346,False,1,False,False
Apple,iPhone 13,2023-07-10,11,4,0.3636363636363636,0.3061000274235568,0.093109477059145,0.6179428564104013,False,1,False,False
Apple,iPhone 13,2023-07-17,14,7,0.5,0.3404137529137529,0.1214379718004038,1.314137948125023,False,1,False,False
Apple,iPhone 13,2023-07-24,5,1,0.2,0.3070804195804196,0.1290230517960359,-0.8299324662518137,False,1,False,False
Apple,iPhone 13,2023-07-31,8,1,0.125,0.2862470862470863,0.1486779591615725,-1.0845392764091855,False,1,False,False
Apple,iPhone 13,2023-08-07,11,6,0.5454545454545454,0.3146561771561771,0.1816560740706017,1.2705238152877132,False,1,False,False
Apple,iPhone 13,2023-08-14,10,3,0.3,0.3390151515151515,0.1647964977629413,-0.23674745546640527,False,1,False,False
Apple,iPhone 13,2023-08-21,11,8,0.7272727272727273,0.3996212121212121,0.2297340209583137,1.4262211307874557,False,-1,True,False
Apple,iPhone 13,2023-08-28,17,4,0.2352941176470588,0.3555035650623885,0.2320077128712042,-0.5181269446936977,False,1,False,False
Apple,iPhone 13,2023-09-11,12,1,0.0833333333333333,0.3360591206179442,0.2517000802274216,-1.00407511613132,False,-1,True,False
Apple,iPhone 13,2023-09-18,9,3,0.3333333333333333,0.3707813428401663,0.2302139583763144,-0.16266611186807087,False,1,False,False
Apple,iPhone 13,2023-09-25,12,4,0.3333333333333333,0.335427807486631,0.2137216526648411,-0.009800009157622533,False,1,False,False
Apple,iPhone 13,2023-10-02,11,3,0.2727272727272727,0.3308823529411764,0.2149125332141454,-0.27059883080879327,False,1,False,False
Apple,iPhone 13,2023-10-09,15,6,0.4,0.2763368983957219,0.1102158475587113,1.122008353094627,False,1,False,False
Apple,iPhone 13,2023-10-16,7,3,0.4285714285714285,0.3085497835497835,0.1232902978923875,0.973488158219915,False,1,False,False
Apple,iPhone 13,2023-10-23,10,4,0.4,0.3613275613275613,0.0581897197960223,0.6645922820732039,False,1,False,False
Apple,iPhone 13,2023-10-30,11,7,0.6363636363636364,0.4118326118326118,0.1236825149007316,1.8153821072544867,False,1,False,False
Apple,iPhone 13,2023-11-06,7,1,0.1428571428571428,0.3800865800865801,0.1653031309181978,-1.4351176285150526,False,1,False,False
Apple,iPhone 13,2023-11-13,14,3,0.2142857142857142,0.3703463203463203,0.1743675977477435,-0.8950092108648421,False,1,False,False
Apple,iPhone 13,2023-11-20,12,0,0.0,0.3036796536796537,0.2287490700885946,-1.327566724367616,False,-1,True,False
Apple,iPhone 13,2023-11-27,11,3,0.2727272727272727,0.2777056277056277,0.2204281650022026,-0.02258493136893475,False,1,False,False
Apple,iPhone 13,2023-12-04,10,3,0.3,0.261038961038961,0.2129870129870129,0.18292682926829282,False,1,False,False
Apple,iPhone 13,2023-12-11,7,5,0.7142857142857143,0.274025974025974,0.2409852156829756,1.8269159749572241,False,-1,True,False
Apple,iPhone 13,2023-12-18,6,2,0.3333333333333333,0.3057720057720057,0.2326519324213516,0.11846593008912477,False,1,False,False
Apple,iPhone 13,2023-12-25,10,3,0.3,0.32005772005772,0.2285054454588533,-0.08777786462568905,False,1,False,False
Apple,iPhone 13,2024-01-01,10,2,0.2,0.3533910533910533,0.1824192634191851,-0.8408709174456688,False,1,False,False
Apple,iPhone 13,2024-01-08,11,2,0.1818181818181818,0.3382395382395383,0.1938747702061602,-0.806816463302693,False,1,False,False
Apple,iPhone 13,2024-01-15,11,7,0.6363636363636364,0.3943001443001443,0.2264933106732718,1.0687445529580386,False,1,False,False
Apple,iPhone 13,2024-01-22,7,1,0.1428571428571428,0.2990620490620491,0.1805032676529089,-0.8653854760417629,False,1,False,False
Apple,iPhone 13,2024-01-29,13,5,0.3846153846153846,0.3076090576090576,0.1836375192246785,0.4193387458698491,False,1,False,False
Apple,iPhone 13,2024-02-05,15,8,0.5333333333333333,0.3464979464979465,0.2051502713400339,0.9107245416493238,False,1,False,False
Apple,iPhone 13,2024-02-12,5,1,0.2,0.3464979464979465,0.2051502713400339,-0.7141006713811656,False,1,False,False
Apple,iPhone 13,2024-02-19,9,5,0.5555555555555556,0.4087875087875088,0.2018607890319453,0.7270755626780996,False,1,False,False
Apple,iPhone 13,2024-02-26,7,1,0.1428571428571428,0.3265364265364265,0.1908274158686137,-0.9625413772083381,False,1,False,False
Apple,iPhone 13,2024-03-04,7,3,0.4285714285714285,0.3741554741554742,0.1703778937808198,0.3193838895904943,False,1,False,False
Apple,iPhone 13,2024-03-11,7,4,0.5714285714285714,0.4052910052910053,0.1887505607050127,0.8801964111630526,False,1,False,False
Apple,iPhone 13,2024-03-18,12,2,0.1666666666666666,0.3441798941798942,0.1981278378412685,-0.8959529839287075,False,1,False,False
Apple,iPhone 13,2024-03-25,16,4,0.25,0.3525132275132275,0.1918012223911119,-0.534476403409919,False,1,False,False
Apple,iPhone 13,2024-04-01,13,3,0.2307692307692307,0.2983821733821734,0.1673038745468514,-0.4041325569779826,False,1,False,False
Apple,iPhone 13,2024-04-08,15,5,0.3333333333333333,0.3301282051282051,0.1489561126401616,0.021517265376486645,False,1,False,False
Apple,iPhone 13,2024-04-15,14,3,0.2142857142857142,0.2944139194139194,0.1462976217732557,-0.5477068195434827,False,1,False,False
Apple,iPhone 13,2024-04-22,13,4,0.3076923076923077,0.2504578754578754,0.0614188343188502,0.9318710273351175,False,1,False,False
Apple,iPhone 13,2024-04-29,12,6,0.5,0.306013431013431,0.1054449171626765,1.8396957786717567,False,1,False,False
Apple,iPhone 13,2024-05-06,6,2,0.3333333333333333,0.3199023199023199,0.1020241324184467,0.13164545595866312,False,1,False,False
Apple,iPhone 13,2024-05-13,11,2,0.1818181818181818,0.3117438117438117,0.1120426455047195,-1.1596087305896141,False,1,False,False
Apple,iPhone 13,2024-05-20,10,2,0.2,0.2895215895215895,0.1198543959278009,-0.7469195337275442,False,1,False,False
Apple,iPhone 13,2024-05-27,14,4,0.2857142857142857,0.3014263514263514,0.1143058175420733,-0.1374563959203777,False,1,False,False
Apple,iPhone 13,2024-06-03,6,2,0.3333333333333333,0.3056998556998557,0.1150637352719269,0.2401580095429042,False,1,False,False
Apple,iPhone 13,2024-06-10,12,2,0.1666666666666666,0.2501443001443001,0.0764950703415632,-1.0912812172718058,False,1,False,False
Apple,iPhone 13,2024-06-17,11,6,0.5454545454545454,0.2854978354978355,0.1428607503152021,1.8196510194938227,False,1,False,False
Apple,iPhone 13,2024-06-24,16,9,0.5625,0.3489448051948052,0.1696311237199676,1.2589387496939444,False,1,False,False
Apple,iPhone 13,2024-07-01,14,5,0.3571428571428571,0.3751352813852813,0.1533887854278896,-0.11729947657016106,False,1,False,False
Apple,iPhone 13,2024-07-08,13,3,0.2307692307692307,0.3659777722277722,0.1612345370788036,-0.8385829978378525,False,1,False,False
Apple,iPhone 13,2024-07-15,13,3,0.2307692307692307,0.3488837551337551,0.1705551743602231,-0.6925297037019773,False,1,False,False
Apple,iPhone 13,2024-07-22,16,2,0.125,0.3419393106893106,0.1800426916799164,-1.2049326116218577,False,1,False,False
Apple,iPhone 13,2024-07-29,13,6,0.4615384615384615,0.3279532967032967,0.1635779378252059,0.8166453655743575,False,1,False,False
Apple,iPhone 13,2024-08-05,16,5,0.3125,0.28628663003663,0.1171312856590556,0.22379477708177434,False,1,False,False
Apple,iPhone 13,2024-08-12,15,4,0.2666666666666666,0.271207264957265,0.1118916484251128,-0.04058031456777877,False,1,False,False
Apple,iPhone 13,2024-08-19,8,0,0.0,0.2327457264957265,0.1585188387845952,-1.4682527848440476,False,-1,True,False
Apple,iPhone 13,2024-08-26,16,8,0.5,0.2776175213675214,0.1923440581712489,1.1561702542143815,False,1,False,False
Apple,iPhone 13,2024-09-02,9,2,0.2222222222222222,0.293821225071225,0.180655669618006,-0.3963285680454863,False,1,False,False
Apple,iPhone 13,2024-09-09,9,5,0.5555555555555556,0.3094907407407407,0.2010397676299997,1.2239608994558768,False,1,False,False
Apple,iPhone 13,2024-09-16,11,5,0.4545454545454545,0.3331649831649831,0.2096444307264701,0.5789825704401392,False,1,False,False
Apple,iPhone 13,2024-09-23,11,4,0.3636363636363636,0.3493265993265993,0.2072164224100577,0.06905709568446694,False,1,False,False
Apple,iPhone 13,2024-09-30,18,5,0.2777777777777778,0.3956228956228956,0.1303252140957607,-0.9042388202679434,False,1,False,False
Apple,iPhone 13,2024-10-07,12,4,0.3333333333333333,0.3678451178451178,0.1210612135805486,-0.2850771398291157,False,1,False,False
Apple,iPhone 13,2024-10-14,8,3,0.375,0.3933080808080808,0.0982182028749358,-0.18640211561794717,False,1,False,False
Apple,iPhone 13,2024-10-21,11,4,0.3636363636363636,0.3613215488215488,0.0577086046387252,0.04011212590057011,False,1,False,False
Apple,iPhone 13,2024-10-28,12,6,0.5,0.3688973063973064,0.0732776621522521,1.789122220224439,False,1,False,False
Apple,iPhone 13,2024-11-04,13,3,0.2307692307692307,0.3467527842527843,0.0926903311510149,-1.2513015332158908,False,1,False,False
Apple,iPhone 13,2024-11-11,6,2,0.3333333333333333,0.3560120435120435,0.087023691368495,-0.26060386340863184,False,1,False,False
Apple,iPhone 13,2024-11-18,13,4,0.3076923076923077,0.3517385392385392,0.0889679832733782,-0.4950795772327168,False,1,False,False
Apple,iPhone 13,2024-11-25,8,1,0.125,0.3100718725718726,0.1265141203117371,-1.4628554671671927,False,1,False,False
Apple,iPhone 13,2024-12-02,12,5,0.4166666666666667,0.3189102564102564,0.1327054681941399,0.7366419152630449,False,1,False,False
Apple,iPhone 13,2024-12-09,13,5,0.3846153846153846,0.2996794871794871,0.1071059663799735,0.7930080863523085,False,1,False,False
Apple,iPhone 13,2024-12-16,19,5,0.2631578947368421,0.3050775978407558,0.1037003431572834,-0.40423880796935874,False,1,False,False
Apple,iPhone 13,2024-12-23,11,5,0.4545454545454545,0.3252796180427759,0.120716469243351,1.0708218796732119,False,1,False,False
Apple,iPhone 13,2024-12-30,9,2,0.2222222222222222,0.3110346037977617,0.1280283722428831,-0.6936929683605849,False,1,False,False
Apple,iPhone 13,2025-01-06,15,5,0.3333333333333333,0.3457568260199839,0.0901231199284904,-0.13785022862621957,False,1,False,False
Apple,iPhone 13,2025-01-13,11,3,0.2727272727272727,0.3217669270300849,0.0865596931146904,-0.5665414529350901,False,1,False,False
Apple,iPhone 13,2025-01-20,7,3,0.4285714285714285,0.3290929343560922,0.0944437959732097,1.053308935650519,False,1,False,False
Apple,iPhone 13,2025-01-27,13,4,0.3076923076923077,0.3365153365153365,0.0898645180683406,-0.3207387013538459,False,1,False,False
Apple,iPhone 13,2025-02-03,8,1,0.125,0.281591094091094,0.1030395578620234,-1.519718226089242,False,1,False,False
Apple,iPhone 13,2025-02-10,14,2,0.1428571428571428,0.2683635808635808,0.1164116798804174,-1.0781258215272136,False,1,False,False
Apple,iPhone 13,2025-02-17,10,5,0.5,0.2961413586413586,0.1500420796760937,1.35867645795583,False,1,False,False
Apple,iPhone 13,2025-02-24,11,7,0.6363636363636364,0.3567474192474192,0.2028435553395107,1.3784821344124427,False,1,False,False
Apple,iPhone 13,2025-03-03,14,5,0.3571428571428571,0.3448426573426573,0.1998592843145222,0.061544300242978744,False,1,False,False
Apple,iPhone 13,2025-03-10,11,1,0.0909090909090909,0.3087121212121212,0.2258266067006333,-0.9644701901391124,False,1,False,False
Apple,iPhone 13,2025-03-17,6,3,0.5,0.3712121212121211,0.2165140598485565,0.5948245526316452,False,1,False,False
Apple,iPhone 13,2025-03-24,8,4,0.5,0.4307359307359307,0.1884534471652561,0.3675394125496212,False,1,False,False
Apple,iPhone 13,2025-03-31,9,4,0.4444444444444444,0.4214766714766715,0.1857145753608141,0.1236724307887529,False,1,False,False
Apple,iPhone 13,2025-04-07,8,2,0.25,0.3570827320827321,0.1617392235084625,-0.6620702743582131,False,1,False,False
Apple,iPhone 13,2025-04-14,13,4,0.3076923076923077,0.3488409738409738,0.162990633496868,-0.25246031177280376,False,1,False,False
Apple,iPhone 13,2025-04-21,15,3,0.2,0.367022792022792,0.131507445587932,-1.2700633890049422,False,1,False,False
Apple,iPhone 13,2025-04-28,11,5,0.4545454545454545,0.3594470344470344,0.1233725797913595,0.7708229839989158,False,1,False,False
Apple,iPhone 13,2025-05-05,11,3,0.2727272727272727,0.3215682465682465,0.1051288093168364,-0.4645822030931336,False,1,False,False
Apple,iPhone 13,2025-05-12,13,2,0.1538461538461538,0.2731351981351981,0.1041325232973236,-1.145550309469071,False,1,False,False
Apple,iPhone 13,2025-05-19,17,8,0.4705882352941176,0.3098999040175511,0.1300465416227356,1.2356217187437601,False,1,False,False
Apple,iPhone 13,2025-05-26,11,2,0.1818181818181818,0.2889208830385301,0.1402282803807859,-0.763773904447191,False,1,False,False
Apple,iPhone 13,2025-06-02,9,5,0.5555555555555556,0.3481801422977893,0.1675929708507695,1.2373753636864664,False,1,False,False
Apple,iPhone 13,2025-06-09,8,1,0.125,0.2932558998735469,0.1793503728594902,-0.93814078661194,False,1,False,False
Apple,iPhone 13,2025-06-16,12,4,0.3333333333333333,0.303356909974557,0.1796693490465413,0.16684216600023002,False,1,False,False
Apple,iPhone 13,2025-06-23,18,5,0.2777777777777778,0.3240121806298277,0.1656178489806205,-0.27916316469887203,False,1,False,False
Apple,iPhone 13,2025-06-30,15,4,0.2666666666666666,0.2900252525252525,0.149679430773687,-0.15605742043409915,False,1,False,False
Apple,iPhone 13,2025-07-07,7,2,0.2857142857142857,0.3073412698412698,0.1403783512749622,-0.1540621038113124,False,1,False,False
Apple,iPhone 13,2025-07-14,10,4,0.4,0.2814153439153439,0.0910744688314558,1.302062560519691,False,1,False,False
Apple,iPhone 13,2025-07-21,10,6,0.6,0.3605820105820105,0.1271998828446127,1.8822186315254892,False,1,False,False
Apple,iPhone 13,2025-07-28,10,1,0.1,0.3216931216931217,0.1667246057014394,-1.3296964821744228,False,1,False,False
Apple,iPhone 13,2025-08-04,9,1,0.1111111111111111,0.2939153439153439,0.1880276930940926,-0.9722197288925634,False,1,False,False
Apple,iPhone 13,2025-08-11,12,4,0.3333333333333333,0.305026455026455,0.1880652086849904,0.1505162943470975,False,1,False,False
Apple,iPhone 13,2025-08-18,19,8,0.4210526315789473,0.3275828460038986,0.1933282093782123,0.48347722184811465,False,1,False,False
Apple,iPhone 13,2025-08-25,7,1,0.1428571428571428,0.2847257031467557,0.2023550917342245,-0.7010871783544973,False,1,False,False
Apple,iPhone 13,2025-09-01,9,0,0.0,0.1847257031467557,0.1590023644666574,-1.1617795984756722,False,-1,True,False
Apple,iPhone 13,2025-09-08,13,7,0.5384615384615384,0.2578026262236788,0.2060669482589242,1.361979272314987,False,1,False,False
Apple,iPhone 13,2025-09-15,12,6,0.5,0.3226174410384936,0.2117797637948371,0.8375803041000027,False,1,False,False
Apple,iPhone 13,2025-09-22,11,5,0.4545454545454545,0.3428194612405138,0.2186754592741245,0.5109214983510544,False,1,False,False
Apple,iPhone 13,2025-09-29,10,0,0.0,0.2726440226440226,0.253358237842988,-1.076120614688623,False,-1,True,False
Apple,iPhone 13,2025-10-06,12,6,0.5,0.3321678321678322,0.2586656476178612,0.6488382565593483,False,1,False,False
Apple,iPhone 13,2025-10-13,10,1,0.1,0.3488344988344988,0.2351337292638403,-1.0582679890866913,False,1,False,False
Apple,iPhone 14,2022-10-24,11,1,0.0909090909090909,,,0.0,False,-1,True,False
Apple,iPhone 14,2022-10-31,13,4,0.3076923076923077,,,0.0,False,-1,True,False
Apple,iPhone 14,2022-11-07,9,1,0.1111111111111111,0.1699041699041699,0.1197547852547147,-0.4909453819987885,False,1,False,False
Apple,iPhone 14,2022-11-14,10,3,0.3,0.2024281274281274,0.1174395034887438,0.8308266781903121,False,1,False,False
Apple,iPhone 14,2022-11-21,9,2,0.2222222222222222,0.2063869463869464,0.1020901022259529,0.15511078439541642,False,1,False,False
Apple,iPhone 14,2022-11-28,13,5,0.3846153846153846,0.2360916860916861,0.116756758020949,1.2720779596933458,False,1,False,False
Apple,iPhone 14,2022-12-05,11,5,0.4545454545454545,0.2966977466977467,0.1206368088374346,1.3084539401271558,False,1,False,False
Apple,iPhone 14,2022-12-12,9,2,0.2222222222222222,0.2824527324527324,0.1240761048887303,-0.48543198776689556,False,1,False,False
Apple,iPhone 14,2022-12-19,8,3,0.375,0.3264342139342139,0.0944195109799353,0.5143617623279855,False,1,False,False
Apple,iPhone 14,2022-12-26,13,3,0.2307692307692307,0.3148957523957524,0.1022051124338113,-0.823114613576719,False,1,False,False
Apple,iPhone 14,2023-01-02,11,3,0.2727272727272727,0.3233132608132608,0.0948621060624461,-0.5332581173423262,False,1,False,False
Apple,iPhone 14,2023-01-09,18,6,0.3333333333333333,0.3147662522662522,0.09044140553204,0.2052940349373881,False,1,False,False
Apple,iPhone 14,2023-01-16,9,3,0.3333333333333333,0.294564232064232,0.0620580704842473,0.624722956524122,False,1,False,False
Apple,iPhone 14,2023-01-23,10,5,0.5,0.3408605283605284,0.0931304747287262,1.708779774859076,False,1,False,False
Apple,iPhone 14,2023-01-30,18,5,0.2777777777777778,0.3246568246568246,0.0944510417422151,-0.4963317080926819,False,1,False,False
Apple,iPhone 14,2023-02-06,12,4,0.3333333333333333,0.3417508417508417,0.0825980210722954,-0.10190932310764206,False,1,False,False
Apple,iPhone 14,2023-02-13,8,2,0.25,0.3379629629629629,0.086810185061735,-1.0132792932120593,False,1,False,False
Apple,iPhone 14,2023-02-20,16,10,0.625,0.3865740740740741,0.145513317309459,1.6385161876206307,False,1,False,False
Apple,iPhone 14,2023-02-27,9,3,0.3333333333333333,0.3865740740740741,0.145513317309459,-0.36588225548810255,False,1,False,False
Apple,iPhone 14,2023-03-06,11,2,0.1818181818181818,0.333543771043771,0.1536599388757231,-0.987411490175729,False,1,False,False
Apple,iPhone 14,2023-03-13,14,3,0.2142857142857142,0.3229617604617604,0.1603107285776427,-0.6779087534582038,False,1,False,False
Apple,iPhone 14,2023-03-20,14,4,0.2857142857142857,0.3150252525252525,0.1608723247717575,-0.1822001817438308,False,1,False,False
Apple,iPhone 14,2023-03-27,10,1,0.1,0.2900252525252525,0.1831158650390101,-1.037732325840639,False,1,False,False
Apple,iPhone 14,2023-04-03,9,2,0.2222222222222222,0.2228956228956229,0.0812501650117219,-0.008287991455814717,False,1,False,False
Apple,iPhone 14,2023-04-10,9,4,0.4444444444444444,0.2414141414141414,0.1164798058432309,1.7430515234851924,False,1,False,False
Apple,iPhone 14,2023-04-17,10,3,0.3,0.2611111111111111,0.1143595440538329,0.3400580966865568,False,1,False,False
Apple,iPhone 14,2023-04-24,7,5,0.7142857142857143,0.3444444444444444,0.2130250985630281,1.7361394142570687,False,1,False,False
Apple,iPhone 14,2023-05-01,15,5,0.3333333333333333,0.3523809523809524,0.2112793219343699,-0.09015373048923306,False,1,False,False
Apple,iPhone 14,2023-05-08,10,3,0.3,0.3857142857142857,0.1763948478647763,-0.48592284157864957,False,1,False,False
Apple,iPhone 14,2023-05-15,7,3,0.4285714285714285,0.42010582010582,0.1572171274437668,0.05384660439516347,False,1,False,False
Apple,iPhone 14,2023-05-22,13,4,0.3076923076923077,0.3973137973137973,0.1627966198230674,-0.5505119806473445,False,1,False,False
Apple,iPhone 14,2023-05-29,6,2,0.3333333333333333,0.4028693528693529,0.1593436767289002,-0.43639020363716635,False,1,False,False
Apple,iPhone 14,2023-06-05,15,7,0.4666666666666667,0.3615995115995116,0.0690257703567892,1.5221438967514682,False,1,False,False
Apple,iPhone 14,2023-06-12,7,4,0.5714285714285714,0.4012820512820512,0.1073348206760273,1.5851940598110263,False,1,False,False
Apple,iPhone 14,2023-06-19,9,2,0.2222222222222222,0.3883190883190883,0.1252197721337449,-1.3264428074462642,False,1,False,False
Apple,iPhone 14,2023-06-26,18,3,0.1666666666666666,0.3446682946682946,0.1513123597573329,-1.1763852489452808,False,1,False,False
Apple,iPhone 14,2023-07-03,15,2,0.1333333333333333,0.3156084656084656,0.1747601506959438,-1.0430016885958369,False,1,False,False
Apple,iPhone 14,2023-07-10,14,6,0.4285714285714285,0.3314814814814815,0.1809089802217803,0.5366784278531795,False,1,False,False
Apple,iPhone 14,2023-07-17,16,8,0.5,0.337037037037037,0.1863215324268029,0.8746330112274252,False,1,False,False
Apple,iPhone 14,2023-07-24,14,1,0.0714285714285714,0.2537037037037037,0.1717674976071781,-1.0611735911294728,False,1,False,False
Apple,iPhone 14,2023-07-31,15,10,0.6666666666666666,0.3277777777777778,0.2383887080272268,1.4215811297999221,False,-1,True,False
Apple,iPhone 14,2023-08-07,18,3,0.1666666666666666,0.3277777777777778,0.2383887080272268,-0.6758336518720944,False,1,False,False
Apple,iPhone 14,2023-08-14,10,1,0.1,0.3222222222222222,0.2441453540263836,-0.9102045914754852,False,1,False,False
Apple,iPhone 14,2023-08-21,11,3,0.2727272727272727,0.2962481962481962,0.238799692481354,-0.09849645649254789,False,1,False,False
Apple,iPhone 14,2023-08-28,7,3,0.4285714285714285,0.2843434343434343,0.2281537927759459,0.6321525163933197,False,1,False,False
Apple,iPhone 14,2023-09-04,9,2,0.2222222222222222,0.3094757094757094,0.2073679263606857,-0.4207665514372879,False,1,False,False
Apple,iPhone 14,2023-09-11,14,4,0.2857142857142857,0.2459836459836459,0.1129593351759386,0.35172515550625166,False,1,False,False
Apple,iPhone 14,2023-09-18,8,2,0.25,0.2598725348725348,0.106175889448742,-0.0929828318254958,False,1,False,False
Apple,iPhone 14,2023-09-25,12,5,0.4166666666666667,0.3126503126503127,0.0879531771986665,1.1826332752187496,False,1,False,False
Apple,iPhone 14,2023-10-02,11,4,0.3636363636363636,0.3278018278018278,0.0875295660983604,0.40939921710873217,False,1,False,False
Apple,iPhone 14,2023-10-09,15,8,0.5333333333333333,0.3452621452621452,0.1171039161759575,1.6060196295109115,False,1,False,False
Apple,iPhone 14,2023-10-16,13,3,0.2307692307692307,0.3466866466866466,0.1153466648848501,-1.0049481364124018,False,1,False,False
Apple,iPhone 14,2023-10-23,8,1,0.125,0.3199009324009324,0.146728837709661,-1.328306933001076,False,1,False,False
Apple,iPhone 14,2023-10-30,13,2,0.1538461538461538,0.3038752913752914,0.1604954087734604,-0.9347877218151706,False,1,False,False
Apple,iPhone 14,2023-11-06,8,4,0.5,0.3177641802641802,0.1751453572164563,1.040483302738083,False,1,False,False
Apple,iPhone 14,2023-11-13,10,2,0.2,0.290491452991453,0.1792656218024014,-0.5047897755387742,False,1,False,False
Apple,iPhone 14,2023-11-20,8,2,0.25,0.2432692307692307,0.1341406464042553,0.050176955391171965,False,1,False,False
Apple,iPhone 14,2023-11-27,13,6,0.4615384615384615,0.2817307692307692,0.1603608633952678,1.1212691706734623,False,1,False,False
Apple,iPhone 14,2023-12-04,13,3,0.2307692307692307,0.2993589743589743,0.1447384228370784,-0.47388759836736727,False,1,False,False
Apple,iPhone 14,2023-12-11,12,6,0.5,0.357051282051282,0.1441238920251098,0.9918460842274016,False,1,False,False
Apple,iPhone 14,2023-12-18,17,4,0.2352941176470588,0.3129336349924585,0.1315832448990834,-0.5900410603564661,False,1,False,False
